code,name,market,ticker,as_of,beta60,alpha60,er60,beta120,alpha120,er120,beta240,alpha240,er240
1730,花仙子企業股份有限公司,TWSE,1730.TW,2026-08-26,0.0596,0.1726,0.0235,0.0578,0.0188,0.0595,0.0517,0.0075,0.0517
1731,美吾華股份有限公司,TWSE,1731.TW,2026-08-26,0.0738,0.1454,0.0255,0.0729,-0.0217,0.0712,0.0775,-0.0277,0.0701
1732,毛寶股份有限公司,TWSE,1732.TW,2026-08-26,0.186,0.0117,0.0414,0.1628,-0.0732,0.1404,0.2016,-0.1946,0.1582
1733,五鼎生物技術股份有限公司,TWSE,1733.TW,2026-08-26,0.0757,0.492,0.0258,0.1282,0.241,0.1138,0.1997,-0.0321,0.1569
1734,杏輝藥品工業股份有限公司,TWSE,1734.TW,2026-08-26,-0.018,0.5992,0.0124,0.0485,0.3123,0.0524,0.0392,0.1292,0.0429
1735,日勝化工股份有限公司,TWSE,1735.TW,2026-08-26,0.8933,-0.8144,0.1419,0.9454,-0.2329,0.7433,0.8191,-0.0965,0.597
1736,喬山健康科技股份有限公司,TWSE,1736.TW,2026-08-26,0.171,0.5998,0.0393,0.3598,0.0294,0.2922,0.3819,-0.2676,0.2864
1737,臺鹽實業股份有限公司,TWSE,1737.TW,2026-08-26,0.0193,0.0894,0.0177,0.0311,0.0327,0.039,0.0317,-0.0185,0.0375
1752,南光化學製藥股份有限公司,TWSE,1752.TW,2026-08-26,0.1014,0.0243,0.0294,0.0933,-0.2738,0.0869,0.0812,-0.1097,0.0727
1760,寶齡富錦生技股份有限公司,TWSE,1760.TW,2026-08-26,0.2178,-0.0508,0.0459,0.1484,-0.0337,0.1293,0.1821,-0.2775,0.1444
1762,中化合成生技股份有限公司,TWSE,1762.TW,2026-08-26,0.2836,-0.2511,0.0553,0.1297,0.6702,0.1149,0.1291,0.257,0.1067
1773,勝一化工股份有限公司,TWSE,1773.TW,2026-08-26,0.6324,-0.5294,0.1049,0.7468,-0.2434,0.5903,0.7388,-0.2812,0.54
1776,展宇科技材料股份有限公司,TWSE,1776.TW,2026-08-26,0.3452,-0.1903,0.0641,0.2824,0.193,0.2325,0.2658,-0.0241,0.2039
1783,和康生物科技股份有限公司,TWSE,1783.TW,2026-08-26,0.1802,0.1721,0.0406,0.2057,-0.2181,0.1735,0.255,-0.2284,0.1962
1786,科妍生物科技股份有限公司,TWSE,1786.TW,2026-08-26,0.12,-0.3752,0.0321,0.0905,-0.577,0.0847,0.1941,-0.6794,0.1529
1789,台灣神隆股份有限公司,TWSE,1789.TW,2026-08-26,0.36,-0.0926,0.0662,0.3248,-0.2786,0.2652,0.3527,-0.1169,0.2656
1795,美時化學製藥股份有限公司,TWSE,1795.TW,2026-08-26,0.3511,-0.0551,0.0649,0.5768,-0.9025,0.4593,0.4574,-0.2058,0.34
1802,台灣玻璃工業股份有限公司,TWSE,1802.TW,2026-08-26,1.4472,-0.9295,0.2206,1.4028,-0.7503,1.0957,1.4182,-0.159,1.0227
1805,寶徠建設股份有限公司,TWSE,1805.TW,2026-08-26,0.2156,0.1505,0.0456,0.0611,-0.1182,0.0621,0.1072,-0.2047,0.0912
1806,冠軍建材股份有限公司,TWSE,1806.TW,2026-08-26,0.1778,0.0394,0.0403,0.1381,-0.2172,0.1214,0.1353,-0.2951,0.1111
1808,潤隆建設股份有限公司,TWSE,1808.TW,2026-08-26,0.1636,0.8873,0.0382,0.2618,0.2664,0.2167,0.2203,0.0723,0.1715
1809,中國製釉股份有限公司,TWSE,1809.TW,2026-08-26,1.579,-0.6372,0.2394,1.3765,0.227,1.0754,1.2345,0.0718,0.8922
1810,和成欣業股份有限公司,TWSE,1810.TW,2026-08-26,0.773,1.2387,0.1248,0.6316,0.4216,0.5016,0.5667,-0.1337,0.4177
1817,凱撒衛浴股份有限公司,TWSE,1817.TW,2026-08-26,0.0931,0.3005,0.0282,0.0696,0.1548,0.0686,0.0621,0.0311,0.0591
1903,士林紙業股份有限公司,TWSE,1903.TW,2026-08-26,0.1297,-0.0641,0.0334,0.2486,-0.3045,0.2065,0.1883,-0.198,0.1488
1904,正隆股份有限公司,TWSE,1904.TW,2026-08-26,0.071,1.2235,0.0251,0.0825,0.8069,0.0786,0.1079,0.3522,0.0917
1905,中華紙漿股份有限公司,TWSE,1905.TW,2026-08-26,0.4992,0.5536,0.0859,0.1628,0.3927,0.1404,0.1663,0.1068,0.1332
1906,寶隆國際股份有限公司,TWSE,1906.TW,2026-08-26,0.1398,0.5778,0.0349,0.0003,0.0965,0.0152,0.0535,-0.0373,0.053
1907,永豐餘投資控股股份有限公司,TWSE,1907.TW,2026-08-26,0.0678,1.1019,0.0246,0.0377,0.5724,0.044,0.066,0.2211,0.0619
1909,榮成紙業股份有限公司,TWSE,1909.TW,2026-08-26,0.1337,0.866,0.034,0.0501,0.3708,0.0536,0.0848,0.0845,0.0753
2002,中國鋼鐵股份有限公司,TWSE,2002.TW,2026-08-26,0.1894,0.0772,0.0419,0.2939,-0.1658,0.2414,0.2602,-0.1945,0.1999
2006,東和鋼鐵企業股份有限公司,TWSE,2006.TW,2026-08-26,0.1206,0.8684,0.0321,0.2054,0.086,0.1732,0.166,0.2459,0.133
2007,燁興企業股份有限公司,TWSE,2007.TW,2026-08-26,0.3503,-0.3371,0.0648,0.3529,-0.4786,0.2869,0.2668,-0.3002,0.2046
2008,高興昌鋼鐵股份有限公司,TWSE,2008.TW,2026-08-26,0.2536,0.4267,0.051,0.2531,0.0444,0.21,0.2625,0.0945,0.2015
2009,第一伸銅科技股份有限公司,TWSE,2009.TW,2026-08-26,0.6473,0.3548,0.107,0.6732,-0.3774,0.5336,0.7295,-0.1575,0.5333
2010,春源鋼鐵工業股份有限公司,TWSE,2010.TW,2026-08-26,0.2252,0.19,0.047,0.3032,0.0348,0.2486,0.2715,0.002,0.2079
2012,春雨工廠股份有限公司,TWSE,2012.TW,2026-08-26,0.2885,0.1944,0.056,0.3724,-0.421,0.3019,0.3155,-0.3497,0.2392
2013,中國鋼鐵結構股份有限公司,TWSE,2013.TW,2026-08-26,0.1044,0.1811,0.0298,0.1026,0.0554,0.094,0.1273,-0.023,0.1055
2014,中鴻鋼鐵股份有限公司,TWSE,2014.TW,2026-08-26,0.3092,-0.3101,0.0589,0.4243,-0.2074,0.3419,0.3637,-0.1327,0.2734
2015,豐興鋼鐵股份有限公司,TWSE,2015.TW,2026-08-26,0.0051,0.148,0.0157,0.1634,-0.0313,0.1409,0.1928,-0.0892,0.152
2017,官田鋼鐵股份有限公司,TWSE,2017.TW,2026-08-26,0.3366,-0.0049,0.0628,0.3444,-0.3143,0.2803,0.294,-0.2685,0.2239
2020,美亞鋼管廠股份有限公司,TWSE,2020.TW,2026-08-26,0.0675,0.1167,0.0246,0.0937,-0.0717,0.0872,0.1173,-0.1369,0.0983
2022,聚亨企業股份有限公司,TWSE,2022.TW,2026-08-26,0.3383,-0.1289,0.0631,0.3493,-0.4791,0.2841,0.287,-0.2258,0.2189
2023,燁輝企業股份有限公司,TWSE,2023.TW,2026-08-26,0.0456,-0.025,0.0215,0.0799,-0.1377,0.0766,0.0609,-0.1144,0.0583
2024,志聯工業股份有限公司,TWSE,2024.TW,2026-08-26,0.0036,-0.141,0.0155,0.0572,-0.2621,0.0591,0.0843,-0.2541,0.0749
2025,千興不銹鋼(股)公司,TWSE,2025.TW,2026-08-26,0.245,0.6092,0.0498,0.2621,0.3306,0.2169,0.2589,0.0915,0.199
2027,大成不銹鋼工業股份有限公司,TWSE,2027.TW,2026-08-26,0.3033,0.8065,0.0581,0.2848,0.6032,0.2344,0.2669,0.1714,0.2046
2028,威致鋼鐵工業股份有限公司,TWSE,2028.TW,2026-08-26,0.2727,-0.2897,0.0537,0.315,-0.4464,0.2577,0.2952,-0.277,0.2248
2029,盛餘股份有限公司,TWSE,2029.TW,2026-08-26,0.1295,0.4947,0.0334,0.1556,0.0764,0.1349,0.1611,-0.0892,0.1295
2030,彰源企業股份有限公司,TWSE,2030.TW,2026-08-26,0.3209,1.199,0.0606,0.3524,0.7719,0.2865,0.291,0.4134,0.2218
2031,新光鋼鐵股份有限公司,TWSE,2031.TW,2026-08-26,0.1809,0.955,0.0407,0.2232,0.4823,0.1869,0.2417,-0.0286,0.1867
2032,新鋼工業股份有限公司,TWSE,2032.TW,2026-08-26,0.377,-0.2139,0.0686,0.3845,0.1448,0.3112,0.328,-0.0109,0.2481
2033,佳大世界股份有限公司,TWSE,2033.TW,2026-08-26,0.3926,1.7785,0.0708,0.2761,0.6135,0.2277,0.2504,0.2557,0.1929
2034,允強實業股份有限公司,TWSE,2034.TW,2026-08-26,0.252,0.2263,0.0508,0.2722,-0.0029,0.2247,0.2377,-0.1135,0.1839
2038,海光企業股份有限公司,TWSE,2038.TW,2026-08-26,0.4148,-0.3278,0.0739,0.3838,-0.4643,0.3107,0.3065,-0.3415,0.2328
2049,上銀科技股份有限公司,TWSE,2049.TW,2026-08-26,1.2602,-0.3677,0.1941,1.0138,0.1837,0.796,0.9308,-0.0289,0.6764
2059,川湖科技股份有限公司,TWSE,2059.TW,2026-08-26,1.0668,4.472,0.1666,1.1572,2.5894,0.9065,1.0771,1.1153,0.7803
2062,橋椿金屬股份有限公司,TWSE,2062.TW,2026-08-26,0.2364,0.0878,0.0486,0.2762,-0.2991,0.2278,0.3278,-0.4117,0.2479
2069,運錩鋼鐵股份有限公司,TWSE,2069.TW,2026-08-26,0.2657,0.6504,0.0528,0.259,0.3605,0.2145,0.2534,0.2664,0.1951
2072,世紀能源設備股份有限公司,TWSE,2072.TW,2026-08-26,0.3088,-0.603,0.0589,0.2462,-1.2243,0.2047,0.2993,-0.7371,0.2277
2101,南港輪胎股份有限公司,TWSE,2101.TW,2026-08-26,0.2232,0.1363,0.0467,0.2,-0.0912,0.1691,0.217,-0.286,0.1692
2102,泰豐輪胎股份有限公司,TWSE,2102.TW,2026-08-26,0.194,0.1348,0.0426,0.2148,-0.191,0.1805,0.2589,-0.2347,0.199
2103,台橡股份有限公司,TWSE,2103.TW,2026-08-26,0.5219,1.7019,0.0892,0.2189,0.8305,0.1836,0.2869,0.4449,0.2189
2104,國際中橡投資控股股份有限公司,TWSE,2104.TW,2026-08-26,0.4791,0.0482,0.0831,0.3156,-0.4427,0.2581,0.3846,-0.2669,0.2883
2105,正新橡膠工業股份有限公司,TWSE,2105.TW,2026-08-26,-0.0066,0.064,0.0141,0.0201,0.2668,0.0305,0.0218,-0.1337,0.0305
2106,建大工業股份有限公司,TWSE,2106.TW,2026-08-26,0.0264,0.2339,0.0188,0.0879,-0.1605,0.0827,0.1232,-0.2205,0.1025
2107,厚生股份有限公司,TWSE,2107.TW,2026-08-26,0.1723,0.4177,0.0395,0.1497,0.1632,0.1303,0.1655,0.0545,0.1326
2108,南帝化學工業股份有限公司,TWSE,2108.TW,2026-08-26,0.5168,0.5136,0.0884,0.3185,0.4016,0.2604,0.3405,0.076,0.2569
2109,華豐橡膠工業股份有限公司,TWSE,2109.TW,2026-08-26,0.1737,0.2139,0.0397,0.1239,-0.0189,0.1104,0.1222,-0.1409,0.1018
2114,鑫永銓股份有限公司,TWSE,2114.TW,2026-08-26,0.1059,0.0112,0.03,0.1054,0.0571,0.0962,0.0996,-0.0543,0.0858
2115,六暉控股股份有限公司,TWSE,2115.TW,2026-08-26,0.1456,0.7217,0.0357,0.1076,0.0753,0.0979,0.1241,-0.1214,0.1032
2201,裕隆汽車製造股份有限公司,TWSE,2201.TW,2026-08-26,0.2889,0.2073,0.0561,0.35,-0.1812,0.2846,0.2789,-0.2715,0.2132
2204,中華汽車工業股份有限公司,TWSE,2204.TW,2026-08-26,0.1722,0.325,0.0395,0.2261,-0.1048,0.1892,0.2137,-0.138,0.1668
2206,三陽工業股份有限公司,TWSE,2206.TW,2026-08-26,-0.0868,0.4229,0.0027,0.0237,0.2267,0.0333,0.0252,0.0343,0.0329
2207,和泰汽車股份有限公司,TWSE,2207.TW,2026-08-26,0.0687,0.6297,0.0248,0.2063,-0.0226,0.1739,0.2294,-0.1481,0.178
2208,台灣國際造船股份有限公司,TWSE,2208.TW,2026-08-26,0.5991,0.2321,0.1001,0.5912,-0.6403,0.4704,0.5844,-0.336,0.4302
2211,長榮鋼鐵股份有限公司,TWSE,2211.TW,2026-08-26,0.0834,-0.1774,0.0269,0.1866,-0.3615,0.1587,0.1644,-0.093,0.1318
2227,裕隆日產汽車股份有限公司,TWSE,2227.TW,2026-08-26,0.108,-0.0728,0.0303,0.1636,-0.2504,0.141,0.1877,-0.2378,0.1484
2228,劍麟股份有限公司,TWSE,2228.TW,2026-08-26,0.3709,-0.4088,0.0677,0.4144,-0.6142,0.3342,0.4236,-0.641,0.316
2231,為升電裝工業股份有限公司,TWSE,2231.TW,2026-08-26,0.8862,-0.611,0.1409,0.6514,-0.1452,0.5168,0.6663,-0.4,0.4884
2233,宇隆科技股份有限公司,TWSE,2233.TW,2026-08-26,1.38,-2.6861,0.2111,1.1549,-1.0612,0.9047,1.0605,-0.9413,0.7685
2236,百達精密工業股份有限公司,TWSE,2236.TW,2026-08-26,0.2207,-0.5929,0.0464,0.4273,-0.0435,0.3442,0.3545,0.016,0.2669
2237,華德動能科技股份有限公司,TWSE,2237.TW,2026-08-21,0.031,-1.2535,0.0208,0.1295,-0.2807,0.0908,0.156,0.1865,0.1234
2239,開曼英利工業股份有限公司,TWSE,2239.TW,2026-08-26,0.2157,-0.816,0.0456,0.1799,-0.4927,0.1536,0.2046,-0.4496,0.1604
2241,艾姆勒科技股份有限公司,TWSE,2241.TW,2026-08-26,0.3599,0.149,0.0661,0.3293,0.3856,0.2687,0.354,0.1832,0.2665
2243,宏旭控股股份有限公司,TWSE,2243.TW,2026-08-26,0.6139,1.6426,0.1022,0.6324,2.5128,0.5022,0.4844,1.2016,0.3592
2247,汎德永業汽車股份有限公司,TWSE,2247.TW,2026-08-26,0.0741,0.3216,0.0255,0.147,-0.222,0.1282,0.1923,-0.3874,0.1516
2248,華勝汽車電子股份有限公司,TWSE,2248.TW,2026-08-26,0.3564,0.8996,0.0656,0.2472,0.6508,0.2054,0.2007,0.3956,0.1576
2250,第一化成控股(開曼)股份有限公司,TWSE,2250.TW,2026-08-26,0.6237,-0.1519,0.1036,0.5692,-0.4449,0.4535,0.6128,-0.8709,0.4504
2254,巨鎧精密工業股份有限公司,TWSE,2254.TW,2026-08-26,-0.0078,-0.3848,0.0139,0.0973,-0.2827,0.09,0.0852,-0.0098,0.0755
2258,鴻華先進科技股份有限公司,TWSE,2258.TW,2026-08-26,0.3161,-0.1774,0.0599,0.5001,-0.5392,0.4003,0.4852,-0.5435,0.3598
2301,光寶科技股份有限公司,TWSE,2301.TW,2026-08-26,1.389,1.2398,0.2124,1.3676,0.6625,1.0685,1.4229,0.0904,1.026
2302,麗正國際科技股份有限公司,TWSE,2302.TW,2026-08-26,1.3777,0.8684,0.2108,1.1495,1.483,0.9005,1.0767,0.4879,0.7801
2303,聯華電子股份有限公司,TWSE,2303.TW,2026-08-26,1.5788,-0.5355,0.2393,1.39,0.7606,1.0858,1.1319,0.5598,0.8193
2305,全友電腦股份有限公司,TWSE,2305.TW,2026-08-26,1.2751,1.4796,0.1962,1.0871,1.4827,0.8525,1.0041,0.4801,0.7285
2308,台達電子工業股份有限公司,TWSE,2308.TW,2026-08-26,1.421,-1.3576,0.2169,1.5898,-0.3248,1.2397,1.6351,-0.0694,1.1768
2312,金寶電子工業股份有限公司,TWSE,2312.TW,2026-08-26,1.1983,-0.9291,0.1853,1.1818,0.0821,0.9254,1.0627,-0.019,0.7701
2313,華通電腦股份有限公司,TWSE,2313.TW,2026-08-26,1.3547,-0.8615,0.2075,1.3252,-0.5662,1.0359,1.3131,0.4169,0.948
2314,台揚科技股份有限公司,TWSE,2314.TW,2026-08-26,0.3841,-1.2369,0.0696,0.1646,-0.9168,0.1418,0.2387,-0.576,0.1846
2316,楠梓電子股份有限公司,TWSE,2316.TW,2026-08-26,1.3309,0.005,0.2041,1.2122,0.587,0.9488,1.2706,-0.2714,0.9178
2317,鴻海精密工業股份有限公司,TWSE,2317.TW,2026-08-26,0.9289,-0.6707,0.147,0.9577,-0.3335,0.7528,1.0229,-0.4478,0.7418
2321,東訊股份有限公司,TWSE,2321.TW,2026-08-26,-0.0537,0.0744,0.0074,-0.1524,0.1144,-0.1024,-0.0929,0.0175,-0.051
2323,中環股份有限公司,TWSE,2323.TW,2026-08-26,0.9792,0.1348,0.1541,0.9597,-0.4654,0.7543,0.9153,-0.3281,0.6654
2324,仁寶電腦工業股份有限公司,TWSE,2324.TW,2026-08-26,0.696,0.1327,0.1139,0.7601,0.3404,0.6005,0.7205,0.0296,0.527
2327,國巨股份有限公司,TWSE,2327.TW,2026-08-26,1.7615,-1.4013,0.2653,1.6331,0.6466,1.2731,1.5571,0.5779,1.1214
2328,廣宇科技股份有限公司,TWSE,2328.TW,2026-08-26,1.0531,-1.2132,0.1646,1.0757,-0.7149,0.8437,1.058,-0.9491,0.7668
2329,華泰電子股份有限公司,TWSE,2329.TW,2026-08-26,1.3,-1.3166,0.1997,1.2953,-1.0234,1.0128,1.3025,-0.7555,0.9405
2330,台灣積體電路製造股份有限公司,TWSE,2330.TW,2026-08-26,0.9708,0.0364,0.1529,1.0181,-0.1745,0.7993,1.0871,0.0496,0.7874
2331,精英電腦股份有限公司,TWSE,2331.TW,2026-08-26,0.7801,-0.9014,0.1258,0.9068,-0.9594,0.7136,0.8895,-0.524,0.647
2332,友訊科技股份有限公司,TWSE,2332.TW,2026-08-26,0.5151,0.9878,0.0882,0.5596,0.4376,0.4461,0.6094,-0.2122,0.448
2337,旺宏電子股份有限公司,TWSE,2337.TW,2026-08-26,1.3439,-1.023,0.206,1.4446,-0.1519,1.1279,1.5283,1.2253,1.1009
2338,台灣光罩股份有限公司,TWSE,2338.TW,2026-08-26,1.3975,-1.5524,0.2136,1.3329,-1.251,1.0418,1.3178,-0.8223,0.9514
2340,台亞半導體股份有限公司,TWSE,2340.TW,2026-08-26,1.4441,-0.1589,0.2202,1.2559,0.0486,0.9825,1.187,-0.2227,0.8584
2342,台灣茂矽電子股份有限公司,TWSE,2342.TW,2026-08-26,1.6675,0.0408,0.2519,1.4524,-0.1306,1.1339,1.4196,-0.0955,1.0237
2344,華邦電子股份有限公司,TWSE,2344.TW,2026-08-26,1.6628,0.502,0.2513,1.6235,0.3062,1.2657,1.7229,1.4813,1.2392
2345,智邦科技股份有限公司,TWSE,2345.TW,2026-08-26,1.4314,-0.8004,0.2184,1.5831,-0.0073,1.2345,1.4961,-0.0908,1.0781
2347,聯強國際股份有限公司,TWSE,2347.TW,2026-08-26,0.6201,0.2117,0.1031,0.4706,0.3353,0.3775,0.477,0.0537,0.3539
2348,海悅國際開發股份有限公司,TWSE,2348.TW,2026-08-26,0.0205,0.4757,0.0179,0.1638,0.1504,0.1412,0.2339,-0.2008,0.1812
2349,錸德科技股份有限公司,TWSE,2349.TW,2026-08-26,0.8906,-1.0718,0.1415,0.9246,-0.8501,0.7273,0.8778,-0.4662,0.6387
2351,順德工業股份有限公司,TWSE,2351.TW,2026-08-26,1.4289,0.5321,0.218,1.188,1.565,0.9302,1.1155,0.3731,0.8076
2352,佳世達科技股份有限公司,TWSE,2352.TW,2026-08-26,0.7328,-0.1852,0.1191,0.6282,0.078,0.4989,0.6253,-0.6261,0.4593
2353,宏碁股份有限公司,TWSE,2353.TW,2026-08-26,0.7476,-0.7268,0.1212,0.7313,0.0173,0.5784,0.645,-0.3001,0.4733
2354,鴻準精密工業股份有限公司,TWSE,2354.TW,2026-08-26,0.7019,0.0054,0.1147,0.7072,-0.1344,0.5598,0.7501,-0.6141,0.548
2355,敬鵬工業股份有限公司,TWSE,2355.TW,2026-08-26,0.995,-1.361,0.1564,0.9045,-0.4279,0.7118,0.861,-0.4073,0.6268
2356,英業達股份有限公司,TWSE,2356.TW,2026-08-26,0.9383,-0.4601,0.1483,0.9784,0.5194,0.7687,0.956,-0.0463,0.6943
2357,華碩電腦股份有限公司,TWSE,2357.TW,2026-08-26,0.8467,0.9021,0.1353,0.8491,0.9908,0.6691,0.7811,0.0324,0.57
2359,所羅門股份有限公司,TWSE,2359.TW,2026-08-26,0.7909,0.0774,0.1274,0.8304,0.0121,0.6547,0.8913,-0.6045,0.6483
2360,致茂電子股份有限公司,TWSE,2360.TW,2026-08-26,1.3359,-1.0344,0.2048,1.5023,-0.0358,1.1723,1.4871,0.4943,1.0717
2362,藍天電腦股份有限公司,TWSE,2362.TW,2026-08-26,0.5111,0.4203,0.0876,0.5351,0.3894,0.4272,0.5419,-0.1152,0.4
2363,矽統科技股份有限公司,TWSE,2363.TW,2026-08-26,1.4822,-1.0613,0.2256,1.3533,-0.7156,1.0575,1.2352,-0.804,0.8927
2364,倫飛電腦實業股份有限公司,TWSE,2364.TW,2026-08-26,0.7352,0.1981,0.1195,0.5295,0.1193,0.4229,0.4916,-0.3196,0.3643
2365,昆盈企業股份有限公司,TWSE,2365.TW,2026-08-26,0.9207,-0.9578,0.1458,0.8674,-0.7442,0.6832,0.8863,-1.065,0.6448
2367,燿華電子股份有限公司,TWSE,2367.TW,2026-08-26,1.1115,-1.6704,0.1729,1.0841,-1.6038,0.8501,0.97,-0.1026,0.7042
2368,金像電子(股)公司,TWSE,2368.TW,2026-08-26,1.3201,-0.9061,0.2026,1.3818,0.0215,1.0795,1.4594,-0.0188,1.052
2369,菱生精密工業股份有限公司,TWSE,2369.TW,2026-08-26,1.3191,-0.8183,0.2024,1.3744,-0.2926,1.0738,1.295,-0.2013,0.9352
2371,大同股份有限公司,TWSE,2371.TW,2026-08-26,0.6132,-0.407,0.1021,0.5459,-0.6917,0.4355,0.633,-0.7942,0.4648
2373,震旦行股份有限公司,TWSE,2373.TW,2026-08-26,0.0823,-0.0868,0.0267,0.1396,-0.046,0.1225,0.134,-0.0818,0.1102
2374,佳能企業股份有限公司,TWSE,2374.TW,2026-08-26,0.9404,-0.7022,0.1486,0.8996,-0.5432,0.708,0.9543,-0.5729,0.6931
2375,凱美電機股份有限公司,TWSE,2375.TW,2026-08-26,1.6551,-0.987,0.2502,1.3605,0.117,1.0631,1.2608,0.1004,0.9109
2376,技嘉科技股份有限公司,TWSE,2376.TW,2026-08-26,0.8463,-0.2666,0.1353,0.9695,0.4878,0.7619,0.9249,-0.306,0.6722
2377,微星科技股份有限公司,TWSE,2377.TW,2026-08-26,0.8015,0.2567,0.1289,0.7257,0.5482,0.574,0.6403,-0.2759,0.47
2379,瑞昱半導體股份有限公司,TWSE,2379.TW,2026-08-26,0.6863,0.9261,0.1125,0.4578,0.8621,0.3677,0.464,0.1368,0.3447
2380,虹光精密工業股份有限公司,TWSE,2380.TW,2026-08-26,0.3116,0.0934,0.0593,0.3218,0.0953,0.2629,0.1769,-0.1435,0.1407
2382,廣達電腦股份有限公司,TWSE,2382.TW,2026-08-26,0.6311,-0.3059,0.1047,0.7621,-0.0482,0.6021,0.7887,-0.2181,0.5754
2383,台光電子材料股份有限公司,TWSE,2383.TW,2026-08-26,1.4257,0.6834,0.2176,1.5541,1.1405,1.2122,1.6198,0.6863,1.166
2385,群光電子股份有限公司,TWSE,2385.TW,2026-08-26,0.3659,-0.9528,0.067,0.3824,-0.4506,0.3096,0.3587,-0.4315,0.2699
2387,精元電腦股份有限公司,TWSE,2387.TW,2026-08-26,0.3125,-0.6555,0.0594,0.276,-0.2673,0.2276,0.3189,-0.2427,0.2416
2388,威盛電子股份有限公司,TWSE,2388.TW,2026-08-26,1.0972,0.0266,0.1709,0.9671,0.5725,0.76,0.9997,-0.3587,0.7253
2390,云辰電子開發股份有限公司,TWSE,2390.TW,2026-08-26,0.6988,-0.2075,0.1143,0.5675,-0.1437,0.4522,0.5281,-0.3595,0.3902
2392,正崴精密工業股份有限公司,TWSE,2392.TW,2026-08-26,0.692,0.4483,0.1133,0.675,0.1309,0.535,0.6963,-0.4573,0.5098
2393,億光電子工業股份有限公司,TWSE,2393.TW,2026-08-26,0.4927,0.4472,0.085,0.3792,0.2889,0.3071,0.3574,-0.1552,0.269
2395,研華股份有限公司,TWSE,2395.TW,2026-08-26,0.9291,1.2814,0.147,0.965,1.0983,0.7584,0.9133,0.1449,0.6639
2397,友通資訊股份有限公司,TWSE,2397.TW,2026-08-26,0.7167,0.0372,0.1168,0.6578,-0.1419,0.5217,0.6546,-0.6254,0.4801
2399,映泰股份有限公司,TWSE,2399.TW,2026-08-26,1.2473,-0.0529,0.1922,1.1731,0.9938,0.9187,1.1063,0.4097,0.8011
2401,凌陽科技股份有限公司,TWSE,2401.TW,2026-08-26,1.2177,-0.5627,0.188,1.0489,-0.1628,0.823,1.0375,-0.5707,0.7522
2402,毅嘉科技股份有限公司,TWSE,2402.TW,2026-08-26,1.0289,-0.8103,0.1612,1.0056,-0.3207,0.7897,1.0973,-0.6873,0.7947
2404,漢唐集成股份有限公司,TWSE,2404.TW,2026-08-26,0.9948,-0.167,0.1564,0.9254,-0.3214,0.7279,0.9261,-0.5874,0.673
2405,輔信科技股份有限公司,TWSE,2405.TW,2026-08-26,0.8747,-0.7117,0.1393,0.7797,-0.3569,0.6156,0.7418,-0.6837,0.5421
2406,國碩科技工業股份有限公司,TWSE,2406.TW,2026-08-26,1.2917,-0.8238,0.1985,1.2433,-0.9157,0.9728,1.0774,-0.3536,0.7806
2408,南亞科技股份有限公司,TWSE,2408.TW,2026-08-26,1.7923,1.5212,0.2697,1.8922,0.6857,1.4727,1.8264,1.6194,1.3128
2409,友達光電股份有限公司,TWSE,2409.TW,2026-08-26,1.1344,0.5018,0.1762,1.0975,0.5836,0.8605,1.068,0.1528,0.7739
2412,中華電信股份有限公司,TWSE,2412.TW,2026-08-26,-0.0226,0.0341,0.0118,0.0008,0.0957,0.0156,0.0109,0.0623,0.0227
2413,環隆科技股份有限公司,TWSE,2413.TW,2026-08-26,0.8887,-0.6952,0.1413,0.8858,-0.6194,0.6974,0.9522,0.3805,0.6916
2414,精技電腦股份有限公司,TWSE,2414.TW,2026-08-26,0.4699,0.3239,0.0818,0.4342,0.3415,0.3495,0.3918,-0.0066,0.2934
2415,錩新科技股份有限公司,TWSE,2415.TW,2026-08-26,0.6068,0.5832,0.1012,0.4848,0.0803,0.3885,0.4481,-0.0935,0.3334
2417,圓剛科技股份有限公司,TWSE,2417.TW,2026-08-26,0.7741,-0.8487,0.125,0.8084,0.0789,0.6378,0.802,-0.5356,0.5849
2419,仲琦科技股份有限公司,TWSE,2419.TW,2026-08-26,0.8582,-1.2132,0.1369,0.9315,-0.8357,0.7326,0.9092,-0.4619,0.661
2420,新巨企業股份有限公司,TWSE,2420.TW,2026-08-26,0.4605,-0.5283,0.0804,0.4876,-0.0809,0.3906,0.4524,-0.2994,0.3365
2421,建準電機工業股份有限公司,TWSE,2421.TW,2026-08-26,0.9271,-0.2472,0.1467,1.0609,-0.3853,0.8323,1.0502,-0.5015,0.7612
2423,固緯電子實業股份有限公司,TWSE,2423.TW,2026-08-26,0.8704,-0.2222,0.1387,0.6901,0.6246,0.5466,0.6078,-0.0603,0.4469
2424,隴華電子股份有限公司,TWSE,2424.TW,2026-08-26,0.8063,-1.8681,0.1296,0.372,-2.8919,0.3016,0.2899,-2.2407,0.221
2425,承啟科技股份有限公司,TWSE,2425.TW,2026-08-26,0.7722,0.3095,0.1247,0.8122,0.3752,0.6407,0.7862,-0.3176,0.5736
2426,鼎元光電科技股份有限公司,TWSE,2426.TW,2026-08-26,1.6476,1.3857,0.2491,1.3227,3.0322,1.0339,1.1048,1.2903,0.8
2427,三商電腦股份有限公司,TWSE,2427.TW,2026-08-26,0.3644,0.3031,0.0668,0.3291,-0.3125,0.2685,0.3773,-0.4157,0.2831
