code,name,market,ticker,as_of,beta60,alpha60,er60,beta120,alpha120,er120,beta240,alpha240,er240
3037,欣興電子股份有限公司,TWSE,3037.TW,2026-08-26,1.818,0.526,0.2733,1.8229,1.1237,1.4193,1.8376,1.1248,1.3207
3038,全台晶像股份有限公司,TWSE,3038.TW,2026-08-26,0.4498,-0.6944,0.0789,0.4934,-0.3309,0.3951,0.4681,-0.3146,0.3476
3040,遠見科技股份有限公司,TWSE,3040.TW,2026-08-26,0.2549,-0.3892,0.0512,0.1749,-0.1114,0.1497,0.1201,-0.4755,0.1003
3041,揚智科技股份有限公司,TWSE,3041.TW,2026-08-26,1.1871,-0.4507,0.1837,1.0392,-0.5964,0.8156,0.9566,-0.8252,0.6947
3042,台灣晶技股份有限公司,TWSE,3042.TW,2026-08-26,1.2056,-0.0929,0.1863,0.9949,1.1719,0.7814,0.9168,0.3263,0.6664
3043,科風股份有限公司,TWSE,3043.TW,2026-08-26,0.6354,0.0994,0.1053,0.4494,-0.2191,0.3612,0.3453,-0.3218,0.2604
3044,健鼎科技股份有限公司,TWSE,3044.TW,2026-08-26,1.1519,-0.2009,0.1787,1.0857,0.0384,0.8514,1.0942,-0.2124,0.7925
3045,台灣大哥大股份有限公司,TWSE,3045.TW,2026-08-26,-0.0504,0.2549,0.0078,-0.0568,0.2865,-0.0288,-0.025,0.1625,-0.0028
3046,建碁股份有限公司,TWSE,3046.TW,2026-08-26,0.5986,-0.2184,0.1001,0.5883,0.1801,0.4682,0.5114,-0.0356,0.3784
3047,訊舟科技股份有限公司,TWSE,3047.TW,2026-08-26,0.7129,-0.4573,0.1163,0.7237,-0.8093,0.5725,0.6917,-0.9518,0.5065
3048,益登科技股份有限公司,TWSE,3048.TW,2026-08-26,0.9139,-0.7055,0.1449,0.8285,0.6257,0.6532,0.8553,0.0934,0.6227
3049,精金科技股份有限公司,TWSE,3049.TW,2026-08-26,0.9596,0.165,0.1514,0.9585,-0.263,0.7534,0.701,0.4824,0.5131
3050,鈺德科技股份有限公司,TWSE,3050.TW,2026-08-26,0.703,-0.2884,0.1149,0.6719,-0.5409,0.5326,0.5794,-0.4249,0.4267
3051,力特光電科技股份有限公司,TWSE,3051.TW,2026-08-26,0.8504,-0.7954,0.1358,0.9237,-0.2687,0.7266,0.8433,-0.4688,0.6142
3052,夆典科技開發股份有限公司,TWSE,3052.TW,2026-08-26,0.1592,0.217,0.0376,0.1444,-0.1293,0.1262,0.121,-0.1229,0.101
3054,立萬利創新股份有限公司,TWSE,3054.TW,2026-08-26,0.6523,-0.8495,0.1077,0.6903,0.3741,0.5468,0.5099,0.7091,0.3773
3055,蔚華科技股份有限公司,TWSE,3055.TW,2026-08-26,1.1128,1.0276,0.1731,0.8651,1.2449,0.6814,0.8416,0.4378,0.613
3056,富華創新股份有限公司,TWSE,3056.TW,2026-08-26,0.1561,0.4252,0.0372,0.1651,-0.3276,0.1422,0.1811,-0.4735,0.1437
3057,喬鼎資訊股份有限公司,TWSE,3057.TW,2026-08-26,1.0165,-1.1413,0.1594,0.9861,-0.3288,0.7746,0.9334,-0.359,0.6782
3058,立德電子股份有限公司,TWSE,3058.TW,2026-08-26,0.5359,-0.6042,0.0911,0.5334,-0.6803,0.4259,0.4977,-0.6295,0.3686
3059,華晶科技股份有限公司,TWSE,3059.TW,2026-08-26,0.7422,-0.6742,0.1205,0.7154,-0.3124,0.5661,0.7362,-0.6764,0.5381
3060,銘異科技股份有限公司,TWSE,3060.TW,2026-08-26,1.1581,-0.2665,0.1796,1.0707,-0.8087,0.8398,1.1071,-0.293,0.8017
3062,建漢科技股份有限公司,TWSE,3062.TW,2026-08-26,0.8573,-1.7266,0.1368,0.8625,-0.8574,0.6794,0.8774,-0.7586,0.6384
3090,日電貿股份有限公司,TWSE,3090.TW,2026-08-26,1.4664,-1.0951,0.2234,1.3167,0.6972,1.0293,1.1935,0.3035,0.863
3092,鴻碩精密電工股份有限公司,TWSE,3092.TW,2026-08-26,0.8134,-1.086,0.1306,0.7905,-1.3207,0.624,0.6811,0.031,0.499
3094,聯傑國際股份有限公司,TWSE,3094.TW,2026-08-26,1.4477,0.622,0.2207,1.204,0.3722,0.9425,1.0777,-0.1953,0.7808
3130,一零四資訊科技股份有限公司,TWSE,3130.TW,2026-08-26,0.0559,0.1003,0.0229,0.0542,-0.0154,0.0568,0.0404,-0.0052,0.0437
3135,凌航科技股份有限公司,TWSE,3135.TW,2026-08-26,1.0354,-1.156,0.1621,1.1686,0.5459,0.9152,1.2881,1.2536,0.9303
3138,耀登科技股份有限公司,TWSE,3138.TW,2026-08-26,1.0505,-2.2523,0.1643,1.0193,-2.0578,0.8002,0.9549,-0.4472,0.6935
3149,正達國際光電股份有限公司,TWSE,3149.TW,2026-08-26,1.0139,-0.4747,0.1591,0.9602,0.1445,0.7547,0.9763,0.1053,0.7087
3150,鈺寶科技股份有限公司,TWSE,3150.TW,2026-08-26,0.7298,-0.634,0.1187,0.6329,-0.2625,0.5026,0.5766,-0.5431,0.4247
3164,景岳生物科技股份有限公司,TWSE,3164.TW,2026-08-26,0.1307,-0.0889,0.0336,0.1634,-0.2535,0.1409,0.1612,-0.268,0.1295
3167,大量科技股份有限公司,TWSE,3167.TW,2026-08-26,1.5204,-0.0962,0.231,1.2852,1.6152,1.0051,1.3169,0.7149,0.9507
3168,眾福科技股份有限公司,TWSE,3168.TW,2026-08-26,0.3147,-0.3621,0.0597,0.2973,-0.0065,0.244,0.2727,-0.2528,0.2088
3189,景碩科技股份有限公司,TWSE,3189.TW,2026-08-26,1.8014,0.7362,0.271,1.7853,1.4123,1.3903,1.8127,1.1857,1.303
3209,全科科技股份有限公司,TWSE,3209.TW,2026-08-26,0.7544,-1.5876,0.1222,0.6112,0.5599,0.4858,0.5681,0.1756,0.4187
3229,晟鈦股份有限公司,TWSE,3229.TW,2026-08-26,0.9216,0.5035,0.146,0.9542,1.9376,0.7501,0.7665,1.1678,0.5596
3231,緯創資通股份有限公司,TWSE,3231.TW,2026-08-26,0.9693,0.3558,0.1527,0.9092,0.2844,0.7154,0.9203,-0.0463,0.6689
3257,虹冠電子工業股份有限公司,TWSE,3257.TW,2026-08-26,0.9713,-1.1564,0.153,0.8177,-0.6257,0.6449,0.8863,-0.6977,0.6448
3266,昇陽建設企業股份有限公司,TWSE,3266.TW,2026-08-26,0.0412,0.5253,0.0209,0.1688,0.0624,0.145,0.1876,-0.0426,0.1483
3296,勝德國際研發股份有限公司,TWSE,3296.TW,2026-08-26,0.6716,0.54,0.1104,0.5704,-0.1228,0.4544,0.6184,-0.3941,0.4544
3305,昇貿科技股份有限公司,TWSE,3305.TW,2026-08-26,1.1281,-1.7883,0.1753,0.9878,-0.4925,0.776,1.0151,-0.7132,0.7363
3308,聯德電子股份有限公司,TWSE,3308.TW,2026-08-26,0.679,0.3756,0.1115,0.7724,-0.4415,0.61,0.8218,-0.1071,0.5989
3311,閎暉實業股份有限公司,TWSE,3311.TW,2026-08-26,0.727,-0.3409,0.1183,0.6099,-0.3348,0.4848,0.5206,-0.4213,0.3849
3312,弘憶國際股份有限公司,TWSE,3312.TW,2026-08-26,1.1902,-0.1579,0.1841,1.0348,0.3671,0.8122,1.0424,-0.4579,0.7557
3321,同泰電子科技股份有限公司,TWSE,3321.TW,2026-08-26,0.8122,-0.1947,0.1304,0.7435,-0.1899,0.5878,0.6552,0.0665,0.4806
3338,泰碩電子股份有限公司,TWSE,3338.TW,2026-08-26,0.9941,-1.0187,0.1563,0.78,-0.2325,0.6159,0.7385,-0.4596,0.5397
3346,麗清科技股份有限公司,TWSE,3346.TW,2026-08-26,0.7779,-0.5039,0.1255,0.6398,-0.2163,0.5079,0.6137,-0.4592,0.4511
3356,奇偶科技股份有限公司,TWSE,3356.TW,2026-08-26,0.8485,0.1949,0.1356,0.7633,0.3641,0.603,0.7296,-0.1576,0.5334
3376,新日興股份有限公司,TWSE,3376.TW,2026-08-26,0.7638,-0.3218,0.1235,0.762,-0.3726,0.602,0.801,-0.7252,0.5842
3380,明泰科技股份有限公司,TWSE,3380.TW,2026-08-26,1.0485,-1.374,0.164,1.0198,-0.9224,0.8006,1.0194,-0.6076,0.7393
3406,玉晶光電股份有限公司,TWSE,3406.TW,2026-08-26,1.1629,1.1627,0.1802,0.9727,0.802,0.7643,0.8524,0.0519,0.6207
3413,京鼎精密科技股份有限公司,TWSE,3413.TW,2026-08-26,0.7588,-0.3694,0.1228,0.7407,-0.4079,0.5856,0.844,-0.4835,0.6147
3416,融程電訊股份有限公司,TWSE,3416.TW,2026-08-26,0.7989,0.0434,0.1285,0.7166,0.0923,0.567,0.7134,-0.4579,0.5219
3419,譁裕實業股份有限公司,TWSE,3419.TW,2026-08-26,0.3687,-0.7576,0.0674,0.4163,-0.8312,0.3357,0.3928,-0.3099,0.2941
3432,台端興業股份有限公司,TWSE,3432.TW,2026-08-26,0.7166,-1.1063,0.1168,0.685,-0.6384,0.5427,0.6288,-0.424,0.4618
3437,榮創能源科技股份有限公司,TWSE,3437.TW,2026-08-26,1.1163,-1.2296,0.1736,0.9466,0.0417,0.7442,0.8524,-0.2674,0.6207
3443,創意電子股份有限公司,TWSE,3443.TW,2026-08-26,1.738,1.2766,0.262,1.6884,1.1136,1.3157,1.6109,0.6896,1.1596
3447,展達通訊股份有限公司,TWSE,3447.TW,2026-08-26,0.908,-1.3146,0.144,0.8458,-1.2645,0.6666,0.7402,-1.5101,0.541
3450,聯鈞光電股份有限公司,TWSE,3450.TW,2026-08-26,1.9316,0.481,0.2895,1.6756,0.5009,1.3058,1.6044,0.2551,1.155
3481,群創光電股份有限公司,TWSE,3481.TW,2026-08-26,1.4411,-0.6179,0.2198,1.4134,0.607,1.1038,1.3161,0.5813,0.9502
3494,誠研科技股份有限公司,TWSE,3494.TW,2026-08-26,0.1473,-0.5343,0.0359,0.204,-0.5442,0.1722,0.1955,-0.6701,0.1539
3501,維熹科技股份有限公司,TWSE,3501.TW,2026-08-26,0.2235,0.0981,0.0468,0.2502,-0.4701,0.2077,0.2768,-0.3893,0.2117
3504,揚明光學股份有限公司,TWSE,3504.TW,2026-08-26,1.0276,0.522,0.161,0.8631,0.3525,0.6799,0.8527,-0.0777,0.6209
3515,華擎科技股份有限公司,TWSE,3515.TW,2026-08-26,0.5802,-0.4169,0.0974,0.6865,-0.2934,0.5438,0.7752,-0.6793,0.5658
3518,柏騰科技股份有限公司,TWSE,3518.TW,2026-08-26,0.9089,-0.5467,0.1441,0.9051,0.156,0.7122,0.7665,-0.2474,0.5596
3528,安馳科技股份有限公司,TWSE,3528.TW,2026-08-26,1.0165,-1.8043,0.1594,0.8346,0.0001,0.6579,0.8,-0.3034,0.5834
3530,晶相光電股份有限公司,TWSE,3530.TW,2026-08-26,0.9612,-0.4244,0.1516,0.9232,-0.4352,0.7262,0.89,-0.5661,0.6474
3532,台塑勝高科技股份有限公司,TWSE,3532.TW,2026-08-26,1.2981,0.8015,0.1995,1.5328,1.7047,1.1958,1.4586,0.9037,1.0514
3533,嘉澤端子工業股份有限公司,TWSE,3533.TW,2026-08-26,1.1599,-2.0236,0.1798,1.2581,-0.5495,0.9842,1.269,-0.622,0.9167
3535,晶彩科技股份有限公司,TWSE,3535.TW,2026-08-26,1.2231,-1.7653,0.1888,1.0417,-1.3626,0.8175,0.9349,-0.2017,0.6793
3543,州巧科技股份有限公司,TWSE,3543.TW,2026-08-26,0.7843,1.1198,0.1264,0.5885,-0.3866,0.4684,0.6619,0.0904,0.4853
3545,敦泰電子股份有限公司,TWSE,3545.TW,2026-08-26,1.0344,-0.7131,0.162,0.8475,-0.4038,0.6679,0.7978,-0.7961,0.5819
3550,聯穎科技股份有限公司,TWSE,3550.TW,2026-08-26,0.8469,0.6168,0.1353,0.6724,0.4973,0.533,0.6184,0.1845,0.4544
3557,嘉威生活股份有限公司,TWSE,3557.TW,2026-08-26,0.1837,0.2551,0.0411,0.3135,-0.6614,0.2565,0.3056,-0.6802,0.2321
3563,牧德科技股份有限公司,TWSE,3563.TW,2026-08-26,1.4389,-0.724,0.2195,1.2321,-0.5665,0.9642,0.9974,-0.3813,0.7237
3576,聯合再生能源股份有限公司,TWSE,3576.TW,2026-08-26,0.809,-0.2689,0.13,0.7541,-1.0188,0.5959,0.6657,0.8138,0.488
3583,辛耘企業股份有限公司,TWSE,3583.TW,2026-08-26,1.4486,-0.5927,0.2208,1.1879,1.0218,0.9301,1.1992,-0.0052,0.8671
3588,通嘉科技股份有限公司,TWSE,3588.TW,2026-08-26,1.0073,-0.6093,0.1581,0.9091,-0.2556,0.7153,0.8511,-0.3518,0.6198
3591,艾笛森光電股份有限公司,TWSE,3591.TW,2026-08-26,0.9958,-0.6388,0.1565,0.6263,0.1744,0.4975,0.5626,-0.1166,0.4148
3592,瑞鼎科技股份有限公司,TWSE,3592.TW,2026-08-26,0.7113,-0.7651,0.1161,0.7179,-0.2835,0.568,0.677,-0.6586,0.496
3593,力銘科技股份有限公司,TWSE,3593.TW,2026-08-26,0.1714,-1.6806,0.0394,0.2054,-0.179,0.1732,0.1289,-0.0839,0.1066
3596,智易科技股份有限公司,TWSE,3596.TW,2026-08-26,0.6437,-0.8301,0.1065,0.6584,-0.7404,0.5222,0.6125,-0.7401,0.4502
3605,宏致電子股份有限公司,TWSE,3605.TW,2026-08-26,1.0504,1.6465,0.1643,0.7985,0.9299,0.6301,0.8278,0.003,0.6032
3607,谷崧精密工業股份有限公司,TWSE,3607.TW,2026-08-26,0.7012,-0.3617,0.1146,0.611,-0.1831,0.4857,0.5719,-0.3347,0.4214
3617,碩天科技股份有限公司,TWSE,3617.TW,2026-08-26,0.7674,0.9166,0.124,0.6777,0.3954,0.5371,0.6976,-0.2678,0.5107
3622,洋華光電股份有限公司,TWSE,3622.TW,2026-08-26,0.5623,-0.4243,0.0949,0.5492,-0.5279,0.4381,0.5113,-0.3651,0.3783
3645,達邁科技股份有限公司,TWSE,3645.TW,2026-08-26,1.1474,-1.9551,0.178,0.9927,-0.3934,0.7797,0.9868,-0.642,0.7162
3652,精聯電子股份有限公司,TWSE,3652.TW,2026-08-26,0.9564,-0.0939,0.1509,0.8097,0.0579,0.6388,0.6637,-0.3205,0.4866
3653,健策精密工業股份有限公司,TWSE,3653.TW,2026-08-26,0.9866,1.8421,0.1552,1.017,1.0113,0.7984,1.0218,0.6919,0.741
3661,世芯電子股份有限公司,TWSE,3661.TW,2026-08-26,1.4309,-0.8043,0.2183,1.5827,-0.4452,1.2342,1.469,-0.844,1.0588
3665,貿聯控股(BizLink Holding Inc.),TWSE,3665.TW,2026-08-26,1.0154,-0.0876,0.1593,1.1023,-0.1108,0.8642,1.0318,0.2473,0.7481
3669,圓展科技股份有限公司,TWSE,3669.TW,2026-08-26,0.6424,-0.4321,0.1063,0.6789,-0.0937,0.538,0.6171,-0.2424,0.4535
3673,"TPK Holding Co., Ltd.",TWSE,3673.TW,2026-08-26,1.2639,-0.9971,0.1946,0.9565,0.7635,0.7518,0.9444,0.0288,0.686
3679,新至陞科技股份有限公司,TWSE,3679.TW,2026-08-26,0.1889,-0.2338,0.0418,0.1688,-0.0863,0.145,0.1793,-0.0957,0.1424
3686,達能科技股份有限公司,TWSE,3686.TW,2026-08-26,0.6374,-0.8771,0.1056,0.5567,-0.9727,0.4439,0.566,-0.4228,0.4172
3694,海華科技股份有限公司,TWSE,3694.TW,2026-08-26,1.29,-1.0902,0.1983,0.9707,-0.6735,0.7628,0.9766,-1.2359,0.7089
3701,大眾全球投資控股股份有限公司,TWSE,3701.TW,2026-08-26,1.085,-1.2473,0.1692,1.1359,-1.5697,0.89,1.0086,-0.5968,0.7317
3702,大聯大控股股份有限公司,TWSE,3702.TW,2026-08-26,0.8508,-0.371,0.1359,0.723,0.5682,0.572,0.6539,0.1177,0.4796
3703,欣陸投資控股股份有限公司,TWSE,3703.TW,2026-08-26,0.1131,0.0485,0.0311,0.0865,-0.131,0.0816,0.1387,-0.2065,0.1136
3704,合勤投資控股股份有限公司,TWSE,3704.TW,2026-08-26,0.8915,-0.3243,0.1417,0.7286,0.2432,0.5763,0.741,-0.0575,0.5415
3705,永信國際投資控股股份有限公司,TWSE,3705.TW,2026-08-26,0.0106,0.2181,0.0165,0.0268,0.161,0.0356,0.0043,0.0562,0.0181
3706,神達控股股份有限公司,TWSE,3706.TW,2026-08-26,0.6643,-0.1219,0.1094,0.751,-0.18,0.5935,0.8275,-0.5653,0.603
3708,上緯國際控股股份有限公司,TWSE,3708.TW,2026-08-26,0.7074,-0.3947,0.1155,0.595,-0.4377,0.4734,0.7144,-0.5825,0.5226
3711,日月光投資控股股份有限公司,TWSE,3711.TW,2026-08-26,1.6003,-0.0082,0.2424,1.6697,0.2072,1.3013,1.6766,0.4451,1.2063
3712,永崴投資控股股份有限公司,TWSE,3712.TW,2026-08-26,0.9847,0.2812,0.1549,0.9596,-0.765,0.7542,0.8281,-1.0217,0.6034
3714,富采控股股份有限公司,TWSE,3714.TW,2026-08-26,1.1136,-0.4658,0.1732,0.9127,0.7415,0.7181,0.8692,0.0811,0.6326
3715,定穎投資控股股份有限公司,TWSE,3715.TW,2026-08-26,1.3793,-1.9213,0.211,1.2914,-1.2475,1.0098,1.2817,-0.5996,0.9257
3716,中化控股股份有限公司,TWSE,3716.TW,2026-08-26,0.1105,0.3073,0.0307,0.1335,0.1216,0.1178,0.1086,0.0206,0.0922
3717,聯嘉光電投資控股股份有限公司,TWSE,3717.TW,2026-08-26,0.8402,0.1413,0.1344,0.6809,0.3389,0.5395,0.6448,-0.1901,0.4732
4104,佳醫健康事業股份有限公司,TWSE,4104.TW,2026-08-26,0.0668,0.0781,0.0245,0.0613,-0.0821,0.0622,0.0632,-0.1387,0.0599
4106,雃博股份有限公司,TWSE,4106.TW,2026-08-26,0.1888,0.2465,0.0418,0.1221,0.2329,0.1091,0.1178,0.0962,0.0987
4108,懷特生技新藥股份有限公司,TWSE,4108.TW,2026-08-26,0.2552,-0.3016,0.0513,0.2684,-0.5306,0.2218,0.2836,-0.4061,0.2165
4119,旭富製藥科技股份有限公司,TWSE,4119.TW,2026-08-26,0.159,1.0235,0.0376,0.1695,0.0437,0.1456,0.1994,-0.2329,0.1567
4133,亞諾法生技股份有限公司,TWSE,4133.TW,2026-08-26,-0.0393,0.039,0.0094,0.0602,-0.2765,0.0614,0.1426,-0.2905,0.1163
4137,麗豐股份有限公司,TWSE,4137.TW,2026-08-26,0.1639,-0.4432,0.0383,0.162,-0.4198,0.1398,0.1803,-0.286,0.1431
4142,國光生物科技股份有限公司,TWSE,4142.TW,2026-08-26,0.1916,0.1897,0.0422,0.1944,-0.0473,0.1648,0.145,-0.1026,0.118
4148,全宇生技控股有限公司,TWSE,4148.TW,2026-08-26,0.2977,0.4722,0.0573,-0.0333,0.0344,-0.0107,-0.0038,-0.1727,0.0123
4155,訊映光電股份有限公司,TWSE,4155.TW,2026-08-26,0.1491,-0.0177,0.0362,0.0971,0.0479,0.0898,0.1287,-0.1527,0.1064
4164,承業生醫投資控股股份有限公司,TWSE,4164.TW,2026-08-26,0.1581,-0.1392,0.0375,0.2608,-0.3876,0.2159,0.2387,-0.7872,0.1846
4169,泰宗生物科技股份有限公司,TWSE,4169.TW,2026-08-26,0.7223,0.1684,0.1176,0.4433,-0.6352,0.3565,0.3325,0.4369,0.2513
4178,永笙生技股份有限公司,TWSE,4178.TW,2026-08-26,0.0871,-0.2734,0.0274,0.1827,-0.9146,0.1557,0.2207,-0.4394,0.1718
4190,佐登妮絲集團股份有限公司,TWSE,4190.TW,2026-08-26,0.3652,0.3724,0.0669,0.2094,-0.3369,0.1763,0.1557,-0.3767,0.1256
4195,基龍米克斯生物科技股份有限公司,TWSE,4195.TW,2026-08-26,0.0859,-0.5849,0.0272,0.0911,-0.9677,0.0852,0.078,-0.4532,0.0704
4306,炎洲股份有限公司,TWSE,4306.TW,2026-08-26,0.2923,0.4261,0.0565,0.2006,0.2649,0.1695,0.1958,-0.0329,0.1541
4414,如興股份有限公司,TWSE,4414.TW,2026-08-26,0.1151,0.3124,0.0314,0.1702,-0.403,0.1461,0.1592,-0.2701,0.1281
4426,利勤實業股份有限公司,TWSE,4426.TW,2026-08-26,0.3456,0.0412,0.0641,0.1904,-0.4341,0.1617,0.115,-0.3142,0.0967
4438,廣越企業股份有限公司,TWSE,4438.TW,2026-08-26,0.184,-0.0486,0.0411,0.2545,-0.343,0.2111,0.2358,-0.301,0.1825
4439,冠星集團控股有限公司,TWSE,4439.TW,2026-08-26,0.0762,0.4462,0.0258,0.2564,-0.0877,0.2125,0.2357,-0.0167,0.1825
4440,宜新實業股份有限公司,TWSE,4440.TW,2026-08-26,0.1607,-0.02,0.0378,0.0905,0.1284,0.0847,0.1183,0.0484,0.0991
4441,振大環球股份有限公司,TWSE,4441.TW,2026-08-26,0.5022,-0.5223,0.0864,0.5072,-0.7908,0.4057,0.4419,-0.5339,0.329
4526,東台精機股份有限公司,TWSE,4526.TW,2026-08-26,1.0098,-1.2475,0.1585,0.844,-0.419,0.6652,0.8318,-0.6796,0.606
4532,瑞智精密股份有限公司,TWSE,4532.TW,2026-08-26,0.4029,-0.0279,0.0722,0.327,-0.1354,0.2669,0.2851,-0.1507,0.2176
4536,拓凱實業股份有限公司,TWSE,4536.TW,2026-08-26,0.097,0.3889,0.0288,0.1383,0.1003,0.1215,0.1878,-0.1754,0.1484
4540,全球傳動科技股份有限公司,TWSE,4540.TW,2026-08-26,1.0836,-1.1197,0.169,0.959,-0.1038,0.7538,0.9347,-0.3608,0.6792
4545,銘鈺精密工業股份有限公司,TWSE,4545.TW,2026-08-26,0.6923,-1.1305,0.1134,0.6628,-0.4489,0.5256,0.5998,-0.3005,0.4412
4551,智伸科技股份有限公司,TWSE,4551.TW,2026-08-26,1.2813,0.4413,0.1971,0.9394,0.159,0.7387,0.8657,-0.494,0.6301
4552,力達控股有限公司,TWSE,4552.TW,2026-08-26,0.2531,-0.7887,0.051,0.2618,-0.8143,0.2167,0.2401,-0.4712,0.1856
4555,台灣氣立股份有限公司,TWSE,4555.TW,2026-08-26,1.034,-0.8766,0.1619,0.8971,0.0114,0.7061,0.8292,-0.5319,0.6042
4557,永新控股股份有限公司,TWSE,4557.TW,2026-08-26,0.2989,1.0682,0.0575,0.2404,-0.5367,0.2002,0.2274,-0.5582,0.1766
4560,強信機械科技股份有限公司,TWSE,4560.TW,2026-08-26,0.0971,0.0975,0.0288,0.1634,-0.0506,0.1409,0.1626,-0.1324,0.1305
4562,穎漢科技股份有限公司,TWSE,4562.TW,2026-08-26,0.7101,-1.5398,0.1159,0.678,-0.4833,0.5373,0.7384,-0.9356,0.5397
4564,元翎精密工業股份有限公司,TWSE,4564.TW,2026-08-26,0.5361,0.4582,0.0912,0.4183,-0.5733,0.3372,0.3983,-0.3002,0.298
4566,時碩工業股份有限公司,TWSE,4566.TW,2026-08-26,0.7965,-0.2303,0.1282,0.7917,0.0575,0.6249,0.7206,-0.3476,0.527
4569,六方科技股份有限公司,TWSE,4569.TW,2026-08-26,0.7455,-0.0113,0.1209,0.7348,-0.3234,0.5811,0.7025,-0.5145,0.5142
4571,鈞興機電國際股份有限公司,TWSE,4571.TW,2026-08-26,0.7492,-1.2181,0.1215,0.7449,-0.5632,0.5888,0.7802,-0.6811,0.5694
4572,駐龍精密機械股份有限公司,TWSE,4572.TW,2026-08-26,0.2851,-0.1459,0.0555,0.3116,-0.1944,0.255,0.3203,-0.4036,0.2426
4576,大銀微系統股份有限公司,TWSE,4576.TW,2026-08-26,1.4086,-1.0072,0.2152,1.218,0.4272,0.9533,1.1235,-0.1271,0.8133
4581,World Known MFG(Cayman)Limited,TWSE,4581.TW,2026-08-26,0.0699,0.1416,0.0249,0.1043,-0.0043,0.0953,0.1202,-0.1726,0.1004
4582,聚恆科技股份有限公司,TWSE,4582.TW,2026-08-26,0.2277,-0.3065,0.0474,0.2892,-0.2657,0.2378,0.2766,0.2027,0.2115
4583,台灣精銳科技股份有限公司,TWSE,4583.TW,2026-08-26,0.7727,-1.822,0.1248,0.7866,-1.117,0.621,0.8347,-1.0347,0.6081
4585,達明機器人股份有限公司,TWSE,4585.TW,2026-08-26,0.6782,-0.8816,0.1114,0.819,-0.6328,0.6459,0.9226,-1.3745,0.6706
4588,玖鼎電力資訊股份有限公司,TWSE,4588.TW,2026-08-26,0.6811,-0.2595,0.1118,0.4964,-0.5725,0.3974,0.5171,-0.4702,0.3824
4590,富田電機股份有限公司,TWSE,4590.TW,2026-08-26,0.6399,0.9056,0.1059,0.5012,0.0725,0.4011,0.4601,-0.2678,0.3419
4720,德淵企業股份有限公司,TWSE,4720.TW,2026-08-26,0.8665,-1.2822,0.1381,0.9503,-0.1395,0.7471,0.8564,-0.2737,0.6235
4722,國精化學股份有限公司,TWSE,4722.TW,2026-08-26,1.141,-1.0692,0.1771,1.0733,-0.1157,0.8418,1.2283,-0.248,0.8878
4736,泰博科技股份有限公司,TWSE,4736.TW,2026-08-26,0.1621,0.4755,0.038,0.2289,0.0994,0.1913,0.1999,-0.074,0.157
4737,華廣生技股份有限公司,TWSE,4737.TW,2026-08-26,0.0587,0.0966,0.0233,-0.0238,0.1852,-0.0033,-0.0237,-0.0648,-0.0018
4739,康普材料科技股份有限公司,TWSE,4739.TW,2026-08-26,1.2626,-0.7935,0.1944,1.0878,-0.0385,0.853,1.0358,-0.1088,0.751
4746,台耀化學股份有限公司,TWSE,4746.TW,2026-08-26,0.3226,-0.0991,0.0608,0.3621,-0.2444,0.2939,0.3163,-0.4676,0.2397
4755,三福化工股份有限公司,TWSE,4755.TW,2026-08-26,0.8672,-0.9628,0.1382,0.7768,-0.7238,0.6134,0.7233,-0.4579,0.5289
4763,濟南大自然新材料股份有限公司,TWSE,4763.TW,2026-08-26,0.5807,0.3915,0.0975,0.6495,-0.2144,0.5153,0.567,-0.715,0.4179
4764,雙鍵化工股份有限公司,TWSE,4764.TW,2026-08-26,1.5612,-1.1228,0.2368,1.4877,0.689,1.1611,1.3856,1.2808,0.9995
4766,南寶樹脂化學工廠股份有限公司,TWSE,4766.TW,2026-08-26,0.3691,-0.1375,0.0674,0.4894,-0.0318,0.392,0.4879,-0.3338,0.3617
4770,上品綜合工業股份有限公司,TWSE,4770.TW,2026-08-26,0.4235,-0.85,0.0752,0.6847,-0.474,0.5425,0.7098,-0.7125,0.5194
4771,望隼科技股份有限公司,TWSE,4771.TW,2026-08-26,0.3232,0.3182,0.0609,0.2387,0.3208,0.1989,0.2256,0.025,0.1753
4807,日成控股股份有限公司,TWSE,4807.TW,2026-08-26,0.5585,0.05,0.0944,0.5563,0.7769,0.4435,0.4546,0.43,0.338
4904,遠傳電信股份有限公司,TWSE,4904.TW,2026-08-26,-0.0713,0.3738,0.0049,-0.0251,0.3185,-0.0043,-0.0243,0.2774,-0.0023
4906,正文科技股份有限公司,TWSE,4906.TW,2026-08-26,1.3332,-1.439,0.2044,1.306,0.0413,1.0211,1.1057,-0.2462,0.8007
4912,聯德控股股份有限公司,TWSE,4912.TW,2026-08-26,0.7049,-0.9814,0.1152,0.7018,-0.3559,0.5556,0.8416,-0.348,0.613
4915,致伸科技股份有限公司,TWSE,4915.TW,2026-08-26,0.4049,-0.7378,0.0725,0.4086,-0.5716,0.3298,0.4397,-0.5472,0.3274
4916,事欣科技股份有限公司,TWSE,4916.TW,2026-08-26,1.0921,-0.5441,0.1702,0.9605,0.7134,0.7549,0.9419,-0.0725,0.6843
4919,新唐科技股份有限公司,TWSE,4919.TW,2026-08-26,1.7012,-2.1673,0.2567,1.507,0.2837,1.1759,1.4328,-0.0392,1.0331
4927,泰鼎國際股份有限公司,TWSE,4927.TW,2026-08-26,1.3076,-1.6921,0.2008,1.2063,-1.0024,0.9443,1.2138,-0.3205,0.8775
